ELP_ItemID,Word,POS,Nmorph,PRS_signature,MorphoLexSegm,ROOT1_PFMF,ROOT1_FamSize,ROOT1_Freq_HAL,ROOT2_PFMF,ROOT2_FamSize,ROOT2_Freq_HAL,SUFF1_PFMF,SUFF1_FamSize,SUFF1_Freq_HAL,SUFF1_length,SUFF1_P,SUFF1_P*
204,Amerindian,NN|JJ,3,"0,2,1",{(america)(indo)>n>},100,6,237016,100,6,68287,64.4295302013422,150,714837,1,1.12E-05,0.001235902981616
205,Amerindians,NN,3,"0,2,1",{(america)(indo)>n>},100,6,237016,100,6,68287,64.4295302013422,150,714837,1,1.12E-05,0.001235902981616
242,AMPHIBOLOGY,NN,3,"0,2,1",{(amphibio)(log)>y>},100,3,1020,95.7943925233645,215,380513,81.0865191146881,2486,3870233,1,4.99E-05,0.029816159431485
430,zoologists,NN,3,"0,2,1",{(zoo)(log)>ist>},66.6666666666666,4,6038,39.2523364485981,215,380513,31.6702819956616,462,382916,3,6.27E-05,0.003707708944848
494,woodpeckers,NN,3,"0,2,1",{(wood)}{(peck)}>er>,21.1538461538461,53,58074,25,5,2349,26.3528376594808,2274,4569119,2,3.55E-05,0.025027035377723
538,workaday,JJ,3,"0,2,1",{(work)>a>(day)},44.7058823529411,86,1051110,66.6666666666666,61,89636,2.23E-05,0.000308975745404,76.4705882352941,35,778343,3
628,wrongdoers,NN,3,"0,2,1",{(wrong)}{(do)}>er>,62.5,9,143655,90,11,3190772,44.6546414430268,2274,4569119,2,3.55E-05,0.025027035377723
632,wrongheadedly,RB,3,"0,2,1",{(wrong)}{(head)}>ly>,100,9,143655,91.7525773195876,98,230581,86.8829823955816,2898,3857999,2,4.48E-05,0.026726401977445
633,wrongheadedness,NN,3,"0,2,1",{(wrong)}{(head)}>ness>,87.5,9,143655,80.4123711340206,98,230581,53.5426731078905,1243,181553,4,0.000583851547482,0.016375714506411
739,yeomanry,NN,3,"0,2,1",{(yeo)(man)}>ory>,100,3,267,66.6666666666666,211,300379,72.3943661971831,356,725186,3,2.62E-05,0.002935269581338
862,westernmost,JJ,3,"0,2,1",{(west)}>ern>{(most)},66.6666666666666,22,126506,85,21,123023,2.44E-05,0.000463463618106,44.4444444444444,19,536230,4
1010,wholesaler,NN,3,"0,2,1",{(whole)}{(sale)}>er>,44.4444444444444,10,131881,33.3333333333333,13,162852,19.2696876374835,2274,4569119,2,3.55E-05,0.025027035377723
1115,windbreakers,NN,3,"0,2,1",{(wind)}{(break)}>er>,52.9411764705882,35,40204,54.5454545454545,34,95043,44.3906731192256,2274,4569119,2,3.55E-05,0.025027035377723
1116,windcheater,NN,3,"0,2,1",{(wind)}{(cheat)}>er>,94.1176470588235,35,40204,100,2,13512,76.4628244610646,2274,4569119,2,3.55E-05,0.025027035377723
1117,windcheaters,NN,3,"0,2,1",{(wind)}{(cheat)}>er>,94.1176470588235,35,40204,100,2,13512,76.4628244610646,2274,4569119,2,3.55E-05,0.025027035377723
1124,windjammers,NN,3,"0,2,1",{(wind)}{(jam)}>er>,44.1176470588235,35,40204,25,5,14922,37.8794544654641,2274,4569119,2,3.55E-05,0.025027035377723
1201,withdrawals,NN,3,"0,2,1",{(with)}{(draw)}>al>,26.6666666666666,16,3580107,44.4444444444444,10,76896,16.2937062937062,1431,4704731,2,9.14E-06,0.006642978526186
1258,viviparous,JJ,3,"0,2,1",{(vive)(par)>ious>},80.7692307692307,27,48706,90,21,34876,71.1038961038961,617,450833,4,7.10E-05,0.004943611926464
1264,vivisections,NN,3,"0,2,1",{(vive)(sect)}>ion>,30.7692307692307,27,48706,55.5555555555555,19,147908,52.7534418022528,1599,6530204,3,9.03E-06,0.009114784489418
1389,washerwomen,NN,3,"0,2,1",{(wash)}>er>(women),82.6086956521739,24,24337,87.1975362956445,2274,4569119,3.55E-05,0.025027035377723,72.4137931034482,30,123504,5
1391,washerwoman,NN,3,"0,2,1",{(wash)}>er>(woman),69.5652173913043,24,24337,66.6520017597888,2274,4569119,3.55E-05,0.025027035377723,45.9459459459459,38,74275,5
1460,watchmakers,NN,3,"0,2,1",{(watch)}{(make)}>er>,52.9411764705882,18,112901,58.9743589743589,40,1073485,47.3823141223053,2274,4569119,2,3.55E-05,0.025027035377723
1511,wayfarers,NN,3,"0,2,1",{(way)(fare)}>er>,64.516129032258,63,727683,71.4285714285714,8,33108,48.4381874175099,2274,4569119,2,3.55E-05,0.025027035377723
1513,waylain,VB,3,"0,2,1",{(way)}{(lay)}>n>,95.1612903225806,63,727683,100,25,55753,99.3288590604026,150,714837,1,1.12E-05,0.001235902981616
1567,weekender,NN,3,"0,2,1",{(week)}{(end)}>er>,88.8888888888888,10,236278,75,13,328521,51.2978442586889,2274,4569119,2,3.55E-05,0.025027035377723
1568,weekenders,NN,3,"0,2,1",{(week)}{(end)}>er>,88.8888888888888,10,236278,75,13,328521,51.2978442586889,2274,4569119,2,3.55E-05,0.025027035377723
1633,welterweights,NN,3,"0,2,1",{(welter)}{(weigh)>t>},100,2,174,60.8695652173913,24,56346,60.4166666666666,49,133535,1,2.25E-05,0.000463463618106
1760,ventriloquists,NN,3,"0,2,1",{(ventr)(loqu)>ist>},0,2,173,22.7272727272727,23,3533,48.1561822125813,462,382916,3,6.27E-05,0.003707708944848
1796,verisimilitudes,NN,3,"0,2,1",{(veri)(simil)>itude>},85.7142857142857,8,23444,80,11,121791,54.8387096774193,32,16660,5,0.000120048019208,0.000308975745404
1928,viewfinders,NN,3,"0,2,1",{(view)}{(find)}>er>,66.6666666666666,10,230132,50,7,435097,28.2006159260888,2274,4569119,2,3.55E-05,0.025027035377723
1967,violoncellist,NN,3,"0,2,1",{(violon)(cello)>ist>},100,2,24,100,4,1821,88.5032537960954,462,382916,3,6.27E-05,0.003707708944848
1968,violoncellists,NN,3,"0,2,1",{(violon)(cello)>ist>},100,2,24,100,4,1821,88.5032537960954,462,382916,3,6.27E-05,0.003707708944848
1983,virologist,NN,3,"0,2,1",{(vir)(log)>ist>},100,3,34930,61.214953271028,215,380513,59.6529284164858,462,382916,3,6.27E-05,0.003707708944848
1984,virologists,NN,3,"0,2,1",{(vir)(log)>ist>},100,3,34930,61.214953271028,215,380513,59.6529284164858,462,382916,3,6.27E-05,0.003707708944848
2267,uppercuts,NN,3,"0,2,1",{(up)}>er>{(cut)},31.578947368421,39,1065085,16.2780466344038,2274,4569119,3.55E-05,0.025027035377723,18.1818181818181,23,137517,3
2376,vainglorious,JJ,3,"0,2,1",{(vain)}{(glory)}>ious>,33.3333333333333,7,2909,55.5555555555555,10,15302,54.7077922077922,617,450833,4,7.10E-05,0.004943611926464
2382,valediction,NN,3,"0,2,1",{(val)(dict)>ion>},75,21,41544,94.7368421052631,39,77658,91.4267834793491,1599,6530204,3,9.03E-06,0.009114784489418
2383,valedictions,NN,3,"0,2,1",{(val)(dict)>ion>},75,21,41544,94.7368421052631,39,77658,91.4267834793491,1599,6530204,3,9.03E-06,0.009114784489418
2384,valedictory,JJ,3,"0,2,1",{(val)(dict)>ory>},60,21,41544,86.8421052631579,39,77658,79.4366197183098,356,725186,3,2.62E-05,0.002935269581338
3120,typesetter,NN,3,"0,2,1",{(typo)}{(set)}>er>,40,36,282037,60.8695652173913,24,474416,29.388473383194,2274,4569119,2,3.55E-05,0.025027035377723
3121,typesetters,NN,3,"0,2,1",{(typo)}{(set)}>er>,40,36,282037,60.8695652173913,24,474416,29.388473383194,2274,4569119,2,3.55E-05,0.025027035377723
3128,typographer,NN,3,"0,2,1",{(typo)}(graph)>er>,74.2857142857142,36,282037,56.5217391304347,116,198105,47.3823141223053,2274,4569119,2,3.55E-05,0.025027035377723
3129,typographers,NN,3,"0,2,1",{(typo)}(graph)>er>,74.2857142857142,36,282037,56.5217391304347,116,198105,47.3823141223053,2274,4569119,2,3.55E-05,0.025027035377723
3138,tyrannosauruses,NN,3,"0,2,1",{(tyran)(saur)>us>},50,7,5421,50,3,4522,69.2307692307692,27,178733,2,1.68E-05,0.000463463618106
3188,ULTRAVEHEMENT,JJ,3,"0,2,1",{(ultra)}{(vehem)>ant>},0,1,0,100,4,1214,96.328293736501,464,1534593,3,7.82E-06,0.001853854472424
3248,trainbearers,NN,3,"0,2,1",{(train)}{(bear)}>er>,92.3076923076923,14,106738,89.4736842105263,20,47580,87.1975362956445,2274,4569119,2,3.55E-05,0.025027035377723
3459,trendsetters,NN,3,"0,2,1",{(trend)}{(set)}>er>,42.8571428571428,8,15014,78.2608695652173,24,474416,52.2657281126264,2274,4569119,2,3.55E-05,0.025027035377723
3627,troublemakers,NN,3,"0,2,1",{(trouble)}{(make)}>er>,66.6666666666666,4,58639,15.3846153846153,40,1073485,22.3053233611966,2274,4569119,2,3.55E-05,0.025027035377723
3628,troubleshooters,NN,3,"0,2,1",{(trouble)}{(shoot)}>er>,100,4,58639,50,9,47015,32.0721513418389,2274,4569119,2,3.55E-05,0.025027035377723
3634,timeserver,NN,3,"0,2,1",{(time)}{(serve)}>er>,80,46,1099121,76.1904761904761,43,651056,60.1407831060272,2274,4569119,2,3.55E-05,0.025027035377723
3635,timeservers,NN,3,"0,2,1",{(time)}{(serve)}>er>,80,46,1099121,76.1904761904761,43,651056,60.1407831060272,2274,4569119,2,3.55E-05,0.025027035377723
3724,titleholders,NN,3,"0,2,1",{(title)}{(hold)}>er>,100,6,127240,82.7586206896551,30,140327,64.232292124945,2274,4569119,2,3.55E-05,0.025027035377723
3742,TOADYISM,NN,3,"0,2,1",{(toad)}>y>{(ism)},100,4,2575,73.6418511066398,2486,3870233,4.99E-05,0.029816159431485,66.6666666666666,7,610,3
3764,TODAY'LL,encl,3,"0,2,1",{(to)(day)}>ll>,100,10,13394246,97.0588235294117,35,778343,0,1,0,2,0,0
3812,tomboyish,JJ,3,"0,2,1",{(tom)}{(boy)}>ish>,78.5714285714285,15,67254,75,21,85827,37.0517928286852,252,161977,3,0.000111126888385,0.002780781708636
3816,tomfooleries,NN,3,"0,2,1",{(tom)}{(fool)}>ory>,71.4285714285714,15,67254,60,11,30266,68.4507042253521,356,725186,3,2.62E-05,0.002935269581338
3888,topographers,NN,3,"0,2,1",{(topo)(graph)>er>},100,5,834,93.9130434782608,116,198105,81.9181698196216,2274,4569119,2,3.55E-05,0.025027035377723
4125,theatregoers,NN,3,"0,2,1",{(theater)}{(go)}>er>,80,6,23450,47.6190476190476,22,822596,64.232292124945,2274,4569119,2,3.55E-05,0.025027035377723
4137,theocratic,JJ,3,"0,2,1",{(theo)(crat)}>ic>,50,29,30978,55,21,35528,41.8558736426456,1014,1472797,2,2.78E-05,0.006334002780782
4145,theologies,NN,3,"0,2,1",{(theo)(log)>y>},10.7142857142857,29,30978,7.47663551401869,215,380513,5.83501006036217,2486,3870233,1,4.99E-05,0.029816159431485
4154,theosophist,NN|JJ,3,"0,2,1",{(theo)(soph)>ist>},82.1428571428571,29,30978,92.8571428571428,15,39925,66.1605206073752,462,382916,3,6.27E-05,0.003707708944848
4155,theosophists,NN,3,"0,2,1",{(theo)(soph)>ist>},82.1428571428571,29,30978,92.8571428571428,15,39925,66.1605206073752,462,382916,3,6.27E-05,0.003707708944848
4156,theosophy,NN,3,"0,2,1",{(theo)(soph)>y>},53.5714285714285,29,30978,71.4285714285714,15,39925,30.9859154929577,2486,3870233,1,4.99E-05,0.029816159431485
4181,thermostatic,JJ,3,"0,2,1",{(thermo)}{(stat)}>ic>,81.4814814814814,28,9768,85.7142857142857,15,76366,73.0503455083909,1014,1472797,2,2.78E-05,0.006334002780782
4227,thirteenths,NN,3,"0,2,1",{(three)(teen)}>th>,100,10,175690,57.1428571428571,15,16279,84.6153846153846,53,86685,2,3.46E-05,0.000463463618106
4383,tiebreakers,NN,3,"0,2,1",{(tie)}{(break)}>er>,28.5714285714285,8,36279,39.3939393939393,34,95043,37.0435547734271,2274,4569119,2,3.55E-05,0.025027035377723
4398,tightfistedness,NN,3,"0,2,1",{(tight)}{(fist)}>ness>,100,12,32649,100,4,7532,73.3494363929146,1243,181553,4,0.000583851547482,0.016375714506411
4425,timekeepers,NN,3,"0,2,1",{(time)}{(keep)}>er>,55.5555555555555,46,1099121,63.1578947368421,20,247711,43.3347998240211,2274,4569119,2,3.55E-05,0.025027035377723
4592,tautologies,NN,3,"0,2,1",{(tauto)(log)>y>},16.6666666666666,7,1147,33.6448598130841,215,380513,17.4647887323943,2486,3870233,1,4.99E-05,0.029816159431485
4607,taxidermist,NN,3,"0,2,1",{(taxi)(derm)>ist>},66.6666666666666,4,3629,50,9,1100,52.4945770065075,462,382916,3,6.27E-05,0.003707708944848
4608,taxidermists,NN,3,"0,2,1",{(taxi)(derm)>ist>},66.6666666666666,4,3629,50,9,1100,52.4945770065075,462,382916,3,6.27E-05,0.003707708944848
4610,taxonomies,NN,3,"0,2,1",{(taxo)(nomin)>y>},0,1,555,38.8888888888888,37,34420,16.0160965794768,2486,3870233,1,4.99E-05,0.029816159431485
4613,teabags,NN,3,"0,2,1",{(tea)}{(bag)}>z>,60,16,12369,44,26,30703,0,1,41,1,0,0
4616,teacupful,NN,3,"0,2,1",{(tea)}{(cup)}>ful>,86.6666666666666,16,12369,87.5,9,34948,92.9824561403508,343,429561,3,5.82E-05,0.00386219681755
4617,teacupfuls,NN,3,"0,2,1",{(tea)}{(cup)}>ful>,86.6666666666666,16,12369,87.5,9,34948,92.9824561403508,343,429561,3,5.82E-05,0.00386219681755
4631,tearjerkers,NN,3,"0,2,1",{(tear)}{(jerk)}>er>,62.5,9,18366,66.6666666666666,7,10364,61.9885613726352,2274,4569119,2,3.55E-05,0.025027035377723
4650,technologies,NN,3,"0,2,1",{(tech)(log)>y>},0,20,322084,0,215,380513,0.160965794768611,2486,3870233,1,4.99E-05,0.029816159431485
4651,technologists,NN,3,"0,2,1",{(tech)(log)>ist>},68.4210526315789,20,322084,29.4392523364485,215,380513,21.4750542299349,462,382916,3,6.27E-05,0.003707708944848
4674,teetotallers,NN,3,"0,2,1",{(tee)(total)}>er>,50,3,2514,62.5,9,116246,52.7496700395952,2274,4569119,2,3.55E-05,0.025027035377723
4696,telemetry,NN,3,"0,2,1",{(tele)(meter)>y>},37.9310344827586,30,102708,28.0701754385964,58,68090,16.9818913480885,2486,3870233,1,4.99E-05,0.029816159431485
4698,teleologies,NN,3,"0,2,1",{(tele)(log)>y>},68.9655172413793,30,102708,70.0934579439252,215,380513,38.1488933601609,2486,3870233,1,4.99E-05,0.029816159431485
4699,teleologist,NN,3,"0,2,1",{(tele)(log)>ist>},89.6551724137931,30,102708,95.7943925233645,215,380513,95.6616052060737,462,382916,3,6.27E-05,0.003707708944848
4700,teleologists,NN,3,"0,2,1",{(tele)(log)>ist>},89.6551724137931,30,102708,95.7943925233645,215,380513,95.6616052060737,462,382916,3,6.27E-05,0.003707708944848
4703,telephonists,NN,3,"0,2,1",{(tele)(phon)}>ist>,79.3103448275862,30,102708,85,41,207292,85.466377440347,462,382916,3,6.27E-05,0.003707708944848
4704,telephony,NN,3,"0,2,1",{(tele)(phon)}>y>,13.7931034482758,30,102708,10,41,207292,6.59959758551307,2486,3870233,1,4.99E-05,0.029816159431485
4707,telephonist,NN,3,"0,2,1",{(tele)(phon)}>ist>,79.3103448275862,30,102708,85,41,207292,85.466377440347,462,382916,3,6.27E-05,0.003707708944848
4711,teleprinter,NN,3,"0,2,1",(tele){(print)}>er>,72.4137931034482,30,102708,93.3333333333333,16,186720,61.2846458424989,2274,4569119,2,3.55E-05,0.025027035377723
4712,teleprinters,NN,3,"0,2,1",(tele){(print)}>er>,72.4137931034482,30,102708,93.3333333333333,16,186720,61.2846458424989,2274,4569119,2,3.55E-05,0.025027035377723
4713,teleprompters,NN,3,"0,2,1",(tele){(prompt)}>er>,58.6206896551724,30,102708,33.3333333333333,7,25023,42.8948526176858,2274,4569119,2,3.55E-05,0.025027035377723
4718,televisions,NN,3,"0,2,1",{(tele)(vis)>ion>},3.44827586206896,30,102708,11.1111111111111,19,123713,4.00500625782227,1599,6530204,3,9.03E-06,0.009114784489418
4770,tenderheartedly,RB,3,"0,2,1",{(tender)}{(heart)}>ly>,90.9090909090909,12,5728,92.3076923076923,40,64172,86.8829823955816,2898,3857999,2,4.48E-05,0.026726401977445
4771,tenderheartedness,NN,3,"0,2,1",{(tender)}{(heart)}>ness>,90.9090909090909,12,5728,92.3076923076923,40,64172,81.8035426731078,1243,181553,4,0.000583851547482,0.016375714506411
4824,terminologies,NN,3,"0,2,1",{(termin)(log)>y>},20,16,51262,5.60747663551401,215,380513,4.66800804828973,2486,3870233,1,4.99E-05,0.029816159431485
4891,swashbucklers,NN,3,"0,2,1",{(swash)}{(buckle)}>er>,0,3,258,66.6666666666666,4,3034,43.5987681478222,2274,4569119,2,3.55E-05,0.025027035377723
4992,swordsmanship,NN,3,"0,2,1",{(sword)}(man)>ship>,71.4285714285714,8,27104,46.6666666666666,211,300379,62.6666666666666,76,164220,4,1.22E-05,0.000308975745404
5439,sunbather,NN,3,"0,2,1",{(sun)}{(bath)}>er>,51.2195121951219,42,132019,77.7777777777777,10,18499,49.4940607127144,2274,4569119,2,3.55E-05,0.025027035377723
5440,sunbathers,NN,3,"0,2,1",{(sun)}{(bath)}>er>,51.2195121951219,42,132019,77.7777777777777,10,18499,49.4940607127144,2274,4569119,2,3.55E-05,0.025027035377723
5467,SUNNYVALE,NN,3,"0,2,1",{(sunn)>y>(val)},0,1,5367,3.66197183098591,2486,3870233,4.99E-05,0.029816159431485,5,21,41544,3
5573,surefootedly,RB,3,"0,2,1",{(sure)}{(foot)}>ly>,91.3043478260869,24,362162,85.7142857142857,43,58389,86.8829823955816,2898,3857999,2,4.48E-05,0.026726401977445
5574,surefootedness,NN,3,"0,2,1",{(sure)}{(foot)}>ness>,91.3043478260869,24,362162,85.7142857142857,43,58389,81.8035426731078,1243,181553,4,0.000583851547482,0.016375714506411
5621,STINKPOTTERS,NN,3,"0,2,1",{(stink)}{(pot)}>er>,100,4,5072,95,41,74693,81.9181698196216,2274,4569119,2,3.55E-05,0.025027035377723
5648,stockbreeder,NN,3,"0,2,1",{(stock)}{(breed)}>er>,100,22,60825,100,7,43007,87.1975362956445,2274,4569119,2,3.55E-05,0.025027035377723
5649,stockbreeders,NN,3,"0,2,1",{(stock)}{(breed)}>er>,100,22,60825,100,7,43007,87.1975362956445,2274,4569119,2,3.55E-05,0.025027035377723
5650,stockbrokers,NN,3,"0,2,1",{(stock)}{(broke)}>er>,33.3333333333333,22,60825,45.4545454545454,12,49922,37.615486141663,2274,4569119,2,3.55E-05,0.025027035377723
5700,stonebreaker,NN,3,"0,2,1",{(stone)}{(break)}>er>,81.3953488372093,44,61759,87.8787878787878,34,95043,68.8957325120985,2274,4569119,2,3.55E-05,0.025027035377723
5701,stonebreakers,NN,3,"0,2,1",{(stone)}{(break)}>er>,81.3953488372093,44,61759,87.8787878787878,34,95043,68.8957325120985,2274,4569119,2,3.55E-05,0.025027035377723
5702,stonecutters,NN,3,"0,2,1",{(stone)}{(cut)}>er>,55.813953488372,44,61759,59.090909090909,23,137517,52.9256489221293,2274,4569119,2,3.55E-05,0.025027035377723
5707,stonewaller,NN,3,"0,2,1",{(stone)}{(wall)}>er>,90.6976744186046,44,61759,100,10,108958,81.9181698196216,2274,4569119,2,3.55E-05,0.025027035377723
5708,stonewallers,NN,3,"0,2,1",{(stone)}{(wall)}>er>,90.6976744186046,44,61759,100,10,108958,81.9181698196216,2274,4569119,2,3.55E-05,0.025027035377723
5737,storytellers,NN,3,"0,2,1",{(story)}{(tell)}>er>,66.6666666666666,4,142693,28.5714285714285,8,263728,19.0937087549494,2274,4569119,2,3.55E-05,0.025027035377723
5769,straightforwardly,RB,3,"0,2,1",{(straight)}{(forward)}>ly>,87.5,9,49770,33.3333333333333,7,74120,39.1094235415947,2898,3857999,2,4.48E-05,0.026726401977445
5791,straphanger,NN,3,"0,2,1",{(strap)}{(hang)}>er>,66.6666666666666,7,7571,92.8571428571428,15,40346,81.9181698196216,2274,4569119,2,3.55E-05,0.025027035377723
5792,straphangers,NN,3,"0,2,1",{(strap)}{(hang)}>er>,66.6666666666666,7,7571,92.8571428571428,15,40346,81.9181698196216,2274,4569119,2,3.55E-05,0.025027035377723
5826,streetwalkers,NN,3,"0,2,1",{(street)}{(walk)}>er>,66.6666666666666,4,86587,72.2222222222222,19,87736,50.6819181698196,2274,4569119,2,3.55E-05,0.025027035377723
6123,stagflation,NN,3,"0,2,1",{(stag)(flate)}>ion>,100,2,394,81.8181818181818,12,11443,77.2215269086358,1599,6530204,3,9.03E-06,0.009114784489418
6137,stakeholders,NN,3,"0,2,1",{(stake)}{(hold)}>er>,66.6666666666666,4,7432,44.8275862068965,30,140327,42.8948526176858,2274,4569119,2,3.55E-05,0.025027035377723
6208,stargazers,NN,3,"0,2,1",{(star)}{(gaze)}>er>,43.75,17,116278,33.3333333333333,4,4465,31.8081830180378,2274,4569119,2,3.55E-05,0.025027035377723
6240,stationmasters,NN,3,"0,2,1",{(stat)>ion>}{(master)},100,15,76366,90.8010012515644,1599,6530204,9.03E-06,0.009114784489418,85.7142857142857,29,86963,6
6269,steamrollered,VB|JJ,3,"0,2,1",{(steam)}{(roll)}>er>,50,9,8475,88.8888888888888,10,59973,32.6880774307083,2274,4569119,2,3.55E-05,0.025027035377723
6270,steamrollering,VB|NN|JJ,3,"0,2,1",{(steam)}{(roll)}>er>,50,9,8475,88.8888888888888,10,59973,32.6880774307083,2274,4569119,2,3.55E-05,0.025027035377723
6271,steamrollers,NN,3,"0,2,1",{(steam)}{(roll)}>er>,50,9,8475,88.8888888888888,10,59973,32.6880774307083,2274,4569119,2,3.55E-05,0.025027035377723
6281,steelworkers,NN,3,"0,2,1",{(steel)}{(work)}>er>,28.5714285714285,8,19641,42.3529411764705,86,1051110,45.006599208095,2274,4569119,2,3.55E-05,0.025027035377723
6318,stenographers,NN,3,"0,2,1",{(steno)(graph)>er>},0,2,50,67.8260869565217,116,198105,52.7496700395952,2274,4569119,2,3.55E-05,0.025027035377723
6416,southwester,NN,3,"0,2,1",{(south)}{(west)}>er>,84.2105263157894,20,104091,90.4761904761904,22,126506,81.9181698196216,2274,4569119,2,3.55E-05,0.025027035377723
6418,southwesters,NN,3,"0,2,1",{(south)}{(west)}>er>,84.2105263157894,20,104091,90.4761904761904,22,126506,81.9181698196216,2274,4569119,2,3.55E-05,0.025027035377723
6420,southwestwards,RB|JJ,3,"0,2,1",{(south)}{(west)}>ward>,94.7368421052631,20,104091,95.2380952380952,22,126506,93.75,33,42144,4,2.37E-05,0.000154487872702
6436,SOYABURGERS,NN,3,"0,2,1",{(soya)}{(burg)>er>},100,2,158,100,3,2789,87.1975362956445,2274,4569119,2,3.55E-05,0.025027035377723
6499,speakeasies,NN,3,"0,2,1",{(speak)}{(ease)}>y>,50,9,126284,64.2857142857142,15,213336,32.0724346076458,2486,3870233,1,4.99E-05,0.029816159431485
6527,spectroscopic,JJ,3,"0,2,1",{(spectr)(scope)}>ic>,60,11,25414,54.1666666666666,25,22421,47.3840078973346,1014,1472797,2,2.78E-05,0.006334002780782
6549,speleologist,NN,3,"0,2,1",{(speleo)(log)>ist>},0,2,13,84.5794392523364,215,380513,84.5986984815618,462,382916,3,6.27E-05,0.003707708944848
6550,speleologists,NN,3,"0,2,1",{(speleo)(log)>ist>},0,2,13,84.5794392523364,215,380513,84.5986984815618,462,382916,3,6.27E-05,0.003707708944848
6551,speleology,NN,3,"0,2,1",{(speleo)(log)>y>},100,2,13,87.8504672897196,215,380513,61.851106639839,2486,3870233,1,4.99E-05,0.029816159431485
6553,spellbinder,NN,3,"0,2,1",{(spell)}{(bind)}>er>,83.3333333333333,7,51580,50,11,22037,48.4381874175099,2274,4569119,2,3.55E-05,0.025027035377723
6554,spellbinders,NN,3,"0,2,1",{(spell)}{(bind)}>er>,83.3333333333333,7,51580,50,11,22037,48.4381874175099,2274,4569119,2,3.55E-05,0.025027035377723
6628,spivvier,NN,3,"0,2,1",{(spiv)}{(vie)}>er>,100,2,14,50,3,1705,87.1975362956445,2274,4569119,2,3.55E-05,0.025027035377723
6893,snowblindness,NN,3,"0,2,1",{(snow)}{(blind)}>ness>,83.3333333333333,19,25811,87.5,9,22839,73.3494363929146,1243,181553,4,0.000583851547482,0.016375714506411
7025,soliloquies,NN,3,"0,2,1",{(solo)(loqu)>y>},71.4285714285714,8,23486,27.2727272727272,23,3533,28.2092555331991,2486,3870233,1,4.99E-05,0.029816159431485
7026,soliloquized,VB,3,"0,2,1",{(solo)(loqu)>ize>},85.7142857142857,8,23486,50,23,3533,63.4032634032634,430,443161,3,0.000148930072818,0.010196199598332
7027,soliloquizes,VB,3,"0,2,1",{(solo)(loqu)>ize>},85.7142857142857,8,23486,50,23,3533,63.4032634032634,430,443161,3,0.000148930072818,0.010196199598332
7028,soliloquize,VB,3,"0,2,1",{(solo)(loqu)>ize>},85.7142857142857,8,23486,50,23,3533,63.4032634032634,430,443161,3,0.000148930072818,0.010196199598332
7029,soliloquizing,VB|NN|JJ,3,"0,2,1",{(solo)(loqu)>ize>},85.7142857142857,8,23486,50,23,3533,63.4032634032634,430,443161,3,0.000148930072818,0.010196199598332
7066,somnambulated,VB,3,"0,2,1",{(somn)(amble)>ate>},85.7142857142857,8,1688,100,13,3144,94.6581196581196,937,2569118,3,2.65E-05,0.010505175343736
7067,somnambulates,VB,3,"0,2,1",{(somn)(amble)>ate>},85.7142857142857,8,1688,100,13,3144,94.6581196581196,937,2569118,3,2.65E-05,0.010505175343736
7068,somnambulist,NN,3,"0,2,1",{(somn)(amble)>ist>},28.5714285714285,8,1688,41.6666666666666,13,3144,69.4143167028199,462,382916,3,6.27E-05,0.003707708944848
7069,somnambulists,NN,3,"0,2,1",{(somn)(amble)>ist>},28.5714285714285,8,1688,41.6666666666666,13,3144,69.4143167028199,462,382916,3,6.27E-05,0.003707708944848
7071,somnambulating,VB|NN|JJ,3,"0,2,1",{(somn)(amble)>ate>},85.7142857142857,8,1688,100,13,3144,94.6581196581196,937,2569118,3,2.65E-05,0.010505175343736
7072,somnambulism,NN,3,"0,2,1",{(somn)(amble)>ism>},71.4285714285714,8,1688,66.6666666666666,13,3144,86.6666666666666,271,218200,3,5.50E-05,0.001853854472424
7198,southeaster,NN,3,"0,2,1",{(south)}{(east)}>er>,78.9473684210526,20,104091,94.4444444444444,19,81919,79.1904971403431,2274,4569119,2,3.55E-05,0.025027035377723
7200,southeasters,NN,3,"0,2,1",{(south)}{(east)}>er>,78.9473684210526,20,104091,94.4444444444444,19,81919,79.1904971403431,2274,4569119,2,3.55E-05,0.025027035377723
7201,southeastward,JJ|RB,3,"0,2,1",{(south)}{(east)}>ward>,94.7368421052631,20,104091,100,19,81919,93.75,33,42144,4,2.37E-05,0.000154487872702
7206,southeastwards,RB|JJ,3,"0,2,1",{(south)}{(east)}>ward>,94.7368421052631,20,104091,100,19,81919,93.75,33,42144,4,2.37E-05,0.000154487872702
7250,skydivers,NN,3,"0,2,1",{(sky)}{(dive)}>er>,23.076923076923,14,25756,40,6,20476,26.3528376594808,2274,4569119,2,3.55E-05,0.025027035377723
7255,skyjacker,NN,3,"0,2,1",{(sky)}{(jack)}>er>,100,14,25756,100,14,44720,79.1904971403431,2274,4569119,2,3.55E-05,0.025027035377723
7343,sleepwalkers,NN,3,"0,2,1",{(sleep)}{(walk)}>er>,30.7692307692307,14,40423,27.7777777777777,19,87736,31.9841619005719,2274,4569119,2,3.55E-05,0.025027035377723
7346,sleepyheads,NN,3,"0,2,1",{(sleep)}>y>{(head)},69.2307692307692,14,40423,44.6277665995975,2486,3870233,4.99E-05,0.029816159431485,71.1340206185567,98,230581,4
